hex_id,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
8819682ed1fffff,OPERATIONAL,"{'location': {'lat': 52.3719593, 'lng': 4.624594200000001}, 'viewport': {'northeast': {'lat': 52.3732625802915, 'lng': 4.626016730291503}, 'southwest': {'lat': 52.3705646197085, 'lng': 4.623318769708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,In Bocca al Lupo,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102905054299463657092"">Remco Van kampen</a>'], 'photo_reference': 'AXQCQNRzzM4GXgFA_GlyqzcBIa_YpfKNOs7EkBxYjHriTcZdlIEoW2TGDq00dkCGm18CQ0SZnZlt5A6KNhv5K8BA-HTS4H9AZqNjqkHN9uo2uJ9PtrOiA-XLdcZe3GXEDvKMcDySN_4bi0MaUwgiUcXfp7Z9LzQ1GosNgtsy98jgGZlYfVcuOrTdoFfYfGQ6oCrPnjGcutQc4_VI7iGa-IySqzriGlOF-YLBVbiNYzJ0F-suEqJ1muqysX6E4nJUeQ3MbR3sq8i_7EK_PXo26jTdPW0NwG2aqWkma3KJRUwIO9lK8ssEn62Y0ddZsKPDTkkleVajloP6MABMuwS8QCATWQ5ygFqy4vSFnOZtUnlyFB_iBpSJs72x9kQfklHu0QAdKvQk28hCo1H70jMEropcD3lzp7ktiJ3YBK7knGNHOP7OK6kcMpwVBKCzjQxaKpRaA5kJrjuhuXsCe2RKhLs52MDpNzBlWXS1fpF7p1SXH-6k6fBBVgaoFA-1Vzg8g6mzcOOM9uedhXaNgR8DZUG06cq3GIUXma9cIr-wbQEySaYJPSwx_RkhH8rhvU9nQzo_Y3Qz18WZ2aJ3t3S3ulmW9SOVm9FXbirPwbjbnZwGdm3g3Cz24nrvOF9diRSVKOHg4o2d8w', 'width': 4032}]",ChIJgVsATjnvxUcR8jYJu7th_6w,"{'compound_code': '9JCF+QR Haarlem, Netherlands', 'global_code': '9F469JCF+QR'}",4.5,ChIJgVsATjnvxUcR8jYJu7th_6w,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,"Wagenweg 80, Haarlem",,
8819682ed1fffff,OPERATIONAL,"{'location': {'lat': 52.3718303, 'lng': 4.6244306}, 'viewport': {'northeast': {'lat': 52.3731417302915, 'lng': 4.625858530291503}, 'southwest': {'lat': 52.3704437697085, 'lng': 4.623160569708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Meer in de keuken,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117327339831814452480"">Meer in de keuken</a>'], 'photo_reference': 'AXQCQNQjbxGWKroC9wcekgCrxeAGQkjIlHlEHPtzHm9BwVXsqb6w9Tfvzg2xgLxCHrOp-ykeTuaKXnUBsAZAq0bHf1_aC7yX-r1-LrvOkdxWwxxkW6tAU4zDYD5yr3mYGWh5A6iaWq_qosLP5yubXBnMxho-s0vYx4GgfAee7Pn-InFEzo-WtzoSc3OFs1jxtZKfTnrHxyBYk01q_1M57EiBo1TKplb8akSgRk85GrTqaqW1cf3qztLOtHsEFgAEXwA0kLmNiMp9XmCHOKnxT4YVSQQHRD6cNvSVYWWTPx-q6proljBvdqEOKB2sa8ELzGGwoQqd465b_3c', 'width': 4032}]",ChIJFTC4EPTvxUcRNFLpMtjS5HQ,"{'compound_code': '9JCF+PQ Haarlem, Netherlands', 'global_code': '9F469JCF+PQ'}",4.9,ChIJFTC4EPTvxUcRNFLpMtjS5HQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,"Wagenweg 86, Haarlem",,
8819682ed3fffff,OPERATIONAL,"{'location': {'lat': 52.36729889999999, 'lng': 4.6201489}, 'viewport': {'northeast': {'lat': 52.3687107802915, 'lng': 4.621512980291502}, 'southwest': {'lat': 52.3660128197085, 'lng': 4.618815019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bistro Sud,{'open_now': True},"[{'height': 3992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102756542607157534919"">Bistro Sud</a>'], 'photo_reference': 'AXQCQNTQnILMVZuG6dKhX5vBsv5zs-Z7Bt82DMgnJD0gSzocctpZepsgI830eGgk0lFBByi1fAEGfKc7zNequtt-3XvAmwnGbPb5m7tTwRXFpHUkgxmKgSE_UM0vmdgrCD876a3XtcO5v8hPPe61738tfJNKYZzoojs7h7PH7rSaSUz2iasrdKDzzIjhJdDxQLzYJPk-3CLI7KLYkpJJsxqWzhL2KTpovUGRGOKp8Fm2hxMAgQzwZuUJHa1qkd-kZXemaNtRVU1ODtxktN6CRZM6DcwdgIoPl-8VLgc0nVfstFZWslTHB6vxcEHAsZjWUkSYhQzMO9G34xg', 'width': 5988}]",ChIJx-x4WMXvxUcRLbzT1_rZZk8,"{'compound_code': '9J8C+W3 Haarlem, Netherlands', 'global_code': '9F469J8C+W3'}",4.9,ChIJx-x4WMXvxUcRLbzT1_rZZk8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",65.0,"Wagenweg 214, Haarlem",,
8819682ed3fffff,CLOSED_TEMPORARILY,"{'location': {'lat': 52.368388, 'lng': 4.627998500000001}, 'viewport': {'northeast': {'lat': 52.3698807302915, 'lng': 4.629266130291504}, 'southwest': {'lat': 52.3671827697085, 'lng': 4.626568169708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,"Comer | Dreefzicht, Haarlem",,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113486937122851494043"">Comer | Dreefzicht, Haarlem</a>'], 'photo_reference': 'AXQCQNSPLZet6GXqHfU4SnMwBgalHDWEmRaGdXuzSLyqZQmtMNeRISnq2ZdKBXFwn9XMfZHCLrCSnErEz8LJNvYzJnB0Y4K6RTiN1EQfXb6-kJVQU6O4Hxrj4XoWoDtBJEiqB5HmdM0JwCk5856GshJ1TpxiEOfUehPTeYvFNZ3f1EsVjoKYBkh-3pPxzkYNSu6VZw9AcZWl0doN38KCole0J3Mf0eY3QpsR38GJZk92G_Pq_1GWdsp0pYSu2I3VsxT-VbcXyaoq9QJi0J-PCJM8i3LB3uO25hFQqOa6oW8ALO07hF95AzfB1OCSVgwY040BKPzVkhMZsY0', 'width': 1920}]",ChIJVxJrV17vxUcRfh-VIUakdvY,"{'compound_code': '9J9H+95 Haarlem, Netherlands', 'global_code': '9F469J9H+95'}",5.0,ChIJVxJrV17vxUcRfh-VIUakdvY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Fonteinlaan 1, Haarlem",True,
8819682ed7fffff,OPERATIONAL,"{'location': {'lat': 52.3691091, 'lng': 4.616022699999999}, 'viewport': {'northeast': {'lat': 52.3704953302915, 'lng': 4.617433380291502}, 'southwest': {'lat': 52.3677973697085, 'lng': 4.614735419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/gas_pinlet,Shell,{'open_now': False},"[{'height': 1193, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106241213837150161721"">Shell</a>'], 'photo_reference': 'AXQCQNS3s7EB6s5O6qf8nWtJrddLm2qrrqClFUQbgGgSTPRpgZ8DAduow3zigwDY6zw5o-heoXWPmWfmoWax5JwWaBgmuD9R8pX10aZrZTmlww9Sqinp-VV7CfRaaf3rZWWRJtJP3MNyIJkYL7RWOZGz-pMes5OajvuavjqLGetGvMKSSqSRG9orXTELhcVYsNLUyM9RuEiwLtfMIIaVo9iNO9QM7jOejgKM2FU3MVQagKV7KojhyVC-KWArkNhqpjAw1Xkp8YKdsvJHvqPQoudHRhecRdSfNhcuDnkBzauZtmfr5DTZ7FBZvWwGnALC5-F4ciodtVKYNhA', 'width': 2119}]",ChIJ9dlEMCXvxUcRA8ziPu4TfvA,"{'compound_code': '9J98+JC Haarlem, Netherlands', 'global_code': '9F469J98+JC'}",4.0,ChIJ9dlEMCXvxUcRA8ziPu4TfvA,GOOGLE,"['gas_station', 'convenience_store', 'car_wash', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",74.0,"Leidsevaart 396A, Haarlem",,2.0
8819682ed7fffff,OPERATIONAL,"{'location': {'lat': 52.36392550000001, 'lng': 4.609928}, 'viewport': {'northeast': {'lat': 52.3652025302915, 'lng': 4.611326680291502}, 'southwest': {'lat': 52.3625045697085, 'lng': 4.608628719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Little Jakarta Indonesian Streetfood,,,ChIJFTkFzy7vxUcR9nki2_fbHZs,"{'compound_code': '9J75+HX Haarlem, Netherlands', 'global_code': '9F469J75+HX'}",,ChIJFTkFzy7vxUcR9nki2_fbHZs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"'s-Gravesandeweg, Haarlem",,
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3812145, 'lng': 4.6297315}, 'viewport': {'northeast': {'lat': 52.3825955302915, 'lng': 4.631271980291502}, 'southwest': {'lat': 52.3798975697085, 'lng': 4.628574019708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jopen,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103719062565479933817"">Jopenkerk Haarlem</a>'], 'photo_reference': 'AXQCQNRSYYPdZ8PjvcOCe6opLOtQLjKSK3rPqYCoeBBPnFrCHIAU3rHx_1A_clGOv2YEl8EMPOKuE_Vgfy1QcMXa4P9Qt8aIVs9CimfDpdSdiMrgfruq2EJc9_Y10ORNfxQLQ4Iod7ZNWOdZF8POe19YCQVJEULZZqIMy9rNfLVaExFVry3HPG4PGrdl-aNXhpWtaaV4V-liuVQBCcRMr51__tDfNfQHAaelNesCHzfhsJkFFP7QAlaO0y0x9xnmen_Wg63DQlUDZb65FmjVda8z5EjVprgY5xeYMOwOlsCFlffaGXqvbOops7-KZrTreDWHVJBobR7WrCM', 'width': 4124}]",ChIJA4Z27RTvxUcRkBwGh3qr9l8,"{'compound_code': '9JJH+FV Haarlem, Netherlands', 'global_code': '9F469JJH+FV'}",4.4,ChIJA4Z27RTvxUcRkBwGh3qr9l8,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",7025.0,"Gedempte Voldersgracht 2, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3788137, 'lng': 4.631164099999999}, 'viewport': {'northeast': {'lat': 52.3801906302915, 'lng': 4.632521830291503}, 'southwest': {'lat': 52.3774926697085, 'lng': 4.629823869708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Brick,{'open_now': True},"[{'height': 6605, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104361151661367873921"">Brick</a>'], 'photo_reference': 'AXQCQNSKoU0sTVBPUEWUD6vidgy-e11E07OLCZsGJ5WeiNB_YbxXoc-gUxsmN1ckD2jGnP0VWCC9gIbX8pnW0sOhoLTrHr_p-yDa7ZAhVfOc8RjY33RHjYW6n9QFkyFs8VLLlK7aUphwo4BtCkA4AIGi0-2xkQaBf8QqRUAB_6R0xQTbX9Kqb0Y4OEFNTw-Mdke1lw0KpVNTwdDwv79iRN1H8PGu5RpM9vytdERjujs88tS133dJRmL27fMDGF16qznKaHQVMBWrU-MVVEIS5nCECM1YPzJQSPKX-CgfQtBi6LEzsHO8i98dbVhkFquyWQTBilkpWA9IjmM', 'width': 4403}]",ChIJOcknNBXvxUcRIjTBdsTW9nI,"{'compound_code': '9JHJ+GF Haarlem, Netherlands', 'global_code': '9F469JHJ+GF'}",4.6,ChIJOcknNBXvxUcRIjTBdsTW9nI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",460.0,"Breestraat 24-26, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3801308, 'lng': 4.629135}, 'viewport': {'northeast': {'lat': 52.38150573029149, 'lng': 4.630466880291502}, 'southwest': {'lat': 52.37880776970849, 'lng': 4.627768919708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jippies Cat Café,{'open_now': False},"[{'height': 699, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108719114850197122167"">Jippies Kattencafe</a>'], 'photo_reference': 'AXQCQNS7AxZ-fXmBK94UWCoqJpPIYrQjah2bRuzpAC82EUW_CH4WsDOOWERpxlD7SjOmeOiukTGy2edsH0ddpfOZcxqYOpydLjNUF-kNjfwHj_LSSUxGH2H65Qf2KmBDGq8s7Z4RefQIC-LPZlbR8g5wIbcpEbTzZuuTcY1dqSuuGhqd8YhtyMsCJ9nqmHUvpyksFMUrkIgOeBZwbvDNBW0VOZyUmJIALgFk09aznqMALXM-Em7CbhFy-C1Ah63mSwE_Rcq5vH_0NXjlqmDZ60eEk1i_HxpitFOVzdywIijYyhATTDWbOMCRCnzi3rsRhPiYJc1DC4zpZWU', 'width': 1242}]",ChIJW4di4hTvxUcRdakl19jVrHg,"{'compound_code': '9JJH+3M Haarlem, Netherlands', 'global_code': '9F469JJH+3M'}",4.6,ChIJW4di4hTvxUcRdakl19jVrHg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",493.0,"Keizerstraat 10, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3814582, 'lng': 4.629541700000001}, 'viewport': {'northeast': {'lat': 52.3829196802915, 'lng': 4.630786380291501}, 'southwest': {'lat': 52.3802217197085, 'lng': 4.628088419708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant De Beren Haarlem,{'open_now': True},"[{'height': 2759, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117935586330327119513"">Restaurant De Beren Haarlem</a>'], 'photo_reference': 'AXQCQNS304iOf7kS7KnZxu6nCVHk2_kJitgKhF9TZtuoTAzosFw9t27xCCeezEkRjoDxRnM7x_MczjvFXOPPu7XHPzLECeuDDrazlcvzw6uZgoOWyaI_SO-SXXaoXk-Z7TOSqmH6h5EyTl_tns6Yli7gbuyKhS4mrErqeVpPb-jntZpuTRWoewxTArzaFuN78GULnf9p8A6QRbReXPUGOPn7TSEQ9ttmA969KKVilVd95uFETAtMzwxMtMzBIgDIGJtRWF_QxUPbW8vT5cyL1FoVPJG79RLPaLlPtTZojE64x3io-cc4_CoVlaRUIAqNz_EesPgl0cXNM4I', 'width': 4134}]",ChIJmXmRkhTvxUcR55Sa0wh27pU,"{'compound_code': '9JJH+HR Haarlem, Netherlands', 'global_code': '9F469JJH+HR'}",3.7,ChIJmXmRkhTvxUcR55Sa0wh27pU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1238.0,"Hortusplein 3, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.381335, 'lng': 4.6300945}, 'viewport': {'northeast': {'lat': 52.3827576302915, 'lng': 4.632023780291503}, 'southwest': {'lat': 52.3800596697085, 'lng': 4.629325819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,WOODSTONE Pizza and Wine Haarlem,{'open_now': True},"[{'height': 654, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112115688425597818118"">WOODSTONE Pizza and Wine Haarlem</a>'], 'photo_reference': 'AXQCQNQIw8HhO-ebiF13xAdpx5mxeFoLg8xxM8UDqfdXixmk2ijf-LFF4toLA3-4FSOXnz07QhHm3rb5zW0fWfJF3gV_NwayYaGvlXU8tu-eUdu49B6dPpTURSdzJbtzykKQ6WzeATQBaVDEHUzn7zs75YEICGahRGklxNM-LGyTsvBj-CL6gswWmzezSSciLTbZRTGF1ljO54ULNmIDfupIp4iSCTVnevpEqVyudbL5T6Ef46Z6imagY7dQpn8-m_fDnABiP-wDoxhSg6aru9gr5Q1QPcj2DqQ8FV88nwkA_FzIvBT_FEl9eq4t5euxz4QPum8KvEWaDa8', 'width': 1063}]",ChIJacDOlBTvxUcRRQPKMMOX1vQ,"{'compound_code': '9JJJ+G2 Haarlem, Netherlands', 'global_code': '9F469JJJ+G2'}",4.1,ChIJacDOlBTvxUcRRQPKMMOX1vQ,GOOGLE,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1451.0,"Hortusplein 2, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.37996039999999, 'lng': 4.631048499999999}, 'viewport': {'northeast': {'lat': 52.3812759802915, 'lng': 4.632380230291502}, 'southwest': {'lat': 52.3785780197085, 'lng': 4.629682269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Casa Di Papi,{'open_now': True},"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104283336597919156038"">Rachel&amp;Arnon wolffberg</a>'], 'photo_reference': 'AXQCQNQzi6slf-PrGH8xjZJDtvlHxzyO4PsdKCnAig5Av4u0exCMjZcPXNXMZfpQXsJu3m5kzMZSzw_sfDwE0I-uTHkvZKu-e2JqD_MVoIS1rkfNbGDEWjFm9gIP-IAsxeigBubfQcXhA4izl0XHGS8wfbd6pwuLP6h0v34EDGkWpaKaawRlyApEGGo-p4lOMtK19ih25CZs74tDhkJXxGLkWZGnMtBzFJFXfmUYgsBAJ73LCJ3kBPZSdvQ17rZT-l6l2L5fOnKpXR28tyhbxbsac6LPskCNDVwrVGcmBLB3tKYp0Vyi_VAYgkya2a4AV4P9x5J8JBdAlT28yykS4ttvR3aAKVzDY28YZWQdn6Sm24vg33zvHlcqFYJQG1pxJIBd_iezaPr2SjH7Pd8TUpi9ZhXq211sVSb-vUPrCRpOq91qvgVKvmElp5YY8ifzIdeUN7ceLTCosbfqNe1B7Zbbz33g5cUbqypGtGE1JFFHGIFtzU03ugwYaX9TowG3enaQ257u11cOW0VeypciD9ResvMLIOH6OibyG7wk3yY4h_a0P_Q3tMmW6LP9Z1TUABcrNJQ9AO_Ezvb2JwYH5GV9vObDIpIl3FGttoeFmG8atAZ3CEm58NA01fcFnjGq4D4xIJQHeawx', 'width': 4032}]",ChIJPx4aKBXvxUcRKPO2wFxpSYs,"{'compound_code': '9JHJ+XC Haarlem, Netherlands', 'global_code': '9F469JHJ+XC'}",4.3,ChIJPx4aKBXvxUcRKPO2wFxpSYs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1195.0,"Barrevoetestraat 21, Haarlem",,1.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3813161, 'lng': 4.632367899999999}, 'viewport': {'northeast': {'lat': 52.3826467302915, 'lng': 4.633618330291502}, 'southwest': {'lat': 52.37994876970851, 'lng': 4.630920369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,India Palace,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116024909388774784886"">India Palace</a>'], 'photo_reference': 'AXQCQNRAjnuhUr0t-LmPVSpI2XM0fDRNBlKxdUJZKGBrLFpcdPr-Y3VKkLvSFqxufa1XjLrQwFDUb2ql7zIMAz63omvYM_OubFwNuo4SnMt609t9qPTLFntQ5X5TGx30lP-iPQYyPPLFzm1-pt-BOe8NOA24i4ipsmhgOpcRNrevmxMy3_03mjhZxJXpAqiSGI3Qa_Wykeo8AV9Tn2qVnFzxR0P32EgIMSgF0XvpaIxSDOXsO_XWyiQjnMHRFfBQ57e2dgYmPDPSSwZuk5Z3rOTtXlFMavOzm5a39L_66aaUcThmgMRWhkUW4yrbz4nKIgbOw3NZkKU8LVo', 'width': 4032}]",ChIJA1scSmvvxUcR3o8tXix_OQ4,"{'compound_code': '9JJJ+GW Haarlem, Netherlands', 'global_code': '9F469JJJ+GW'}",4.1,ChIJA1scSmvvxUcR3o8tXix_OQ4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",470.0,"Gedempte Oude Gracht 29, Haarlem",,2.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3814277, 'lng': 4.6325706}, 'viewport': {'northeast': {'lat': 52.3827416302915, 'lng': 4.633729130291502}, 'southwest': {'lat': 52.3800436697085, 'lng': 4.631031169708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Het Broodjeshuis,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114936551742889652319"">Marco Hueg</a>'], 'photo_reference': 'AXQCQNQXcUNO3n-6Xsi_OdXir4mW3V73kmX5gBF6v1REjtm7sFw3Kk6uwr6Bj6lWPdyxeOwrNeGmhXiQgMIpmt-u5-6K0Iv9Ja5rqNV8gkDY6Fx5vAyVDh1QN_ZvmqE8Mhr4UFzSzwhifPE2LBqmTnb9CAuW5-RdLSmvNHEQjkWd7kXutOw3wT4g2b6B3NCwNJEbPc69pCkAwDjB2ro39_BOQMC4zPvA-I2uLQd81jLj-LTQV2xkD1GQHMOPfuhB_M53mGmIcvf20lQEhaYSWYqStiquTUKSysrSoXTYHAh5SmX9tKtDbaeH_p-b2mEYFEZnmd6ZmHoUu2ky3wzJ23KPojgr18G82E1O-lKN4MFKXoB02U51lM5Fv80Xy7fKQLBxK7apuj42Ld03NOC9r6PPeT1JGcguZJZV2LxW3xeQy6S1cfnCd-m392yPhbDcf0a1PhcURQbU6g5O85agI0tOTo38X3GyEmO3AIdIgqtuZoJvAZVziMC_a0Q0Gjdn7VVz0hevXPt8Ma42xLl3KwkBn-1FBAM9CdvgJUfBPGX0ojz8FhmHfJSu6MxIuLEfATmjcfebBBraeJOUIourrMGQ-yhbFsbf6h56x4es0uJe3nyDguWICJCVGSi8NSemyCAyrvFo5A', 'width': 4032}]",ChIJuT-hSWvvxUcRpbkNJ-fz6OM,"{'compound_code': '9JJM+H2 Haarlem, Netherlands', 'global_code': '9F469JJM+H2'}",4.7,ChIJuT-hSWvvxUcRpbkNJ-fz6OM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",362.0,"Jacobijnestraat 9, Haarlem",,1.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.3827072, 'lng': 4.6313605}, 'viewport': {'northeast': {'lat': 52.38404558029149, 'lng': 4.632701680291503}, 'southwest': {'lat': 52.38134761970849, 'lng': 4.630003719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Frietkamer,{'open_now': False},"[{'height': 1114, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107998726457028278907"">Frietkamer</a>'], 'photo_reference': 'AXQCQNTgqB4tUZzcb1tpFk2SLdkXb7ScqdsD_mWQaD0zTuv7a5lPbdzu9RWppxcs9Zuz5oI0S_bpWnG8Fqzz0nvWzQclIC2d8VdkQC-48QQ4q3TXGtpGvZXxj_G7Edwt3uQnMnwNxJkyX70YsPbrcRZIV-T_cWAujLFumADhcxOHaYA4qLtg4EjksomnrIAM5GfVyB4dOPSh_jHxsiyWzG4cXY8pjehC4Kb4b2IOiFZkTeCcKEUT32MZtuJtx-0frRy6CrT9gjvofi_GqY6eHm11ufo5FImGqR7Sr1t-RxZvs8nnglOBGppsFd4aPEjdLVhktbmP_oIdKOw', 'width': 1979}]",ChIJw-MeWBPvxUcRrau5BVtJFus,"{'compound_code': '9JMJ+3G Haarlem, Netherlands', 'global_code': '9F469JMJ+3G'}",4.9,ChIJw-MeWBPvxUcRrau5BVtJFus,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",907.0,"Zijlstraat 31, Haarlem",,1.0
8819682ed9fffff,OPERATIONAL,"{'location': {'lat': 52.377644, 'lng': 4.6301687}, 'viewport': {'northeast': {'lat': 52.37897023029149, 'lng': 4.631462980291502}, 'southwest': {'lat': 52.37627226970849, 'lng': 4.628765019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Aan 't Plein,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106261670810838981663"">Restaurant aan &#39;t plein</a>'], 'photo_reference': 'AXQCQNQUC0_osPMSWdHtvSb7cayQecOuAQhU2S-vL0XJX8kg6LDsoZGLmSpAdofFYHeoLfyHJV5O1Y-oCUNSN3hJLxazXvDcDPQHdZnl9cU8s3-3_jH_Cf4A7qUszE_hOSrdesEs5sVd7tYmb5dn7FVndJbK9xhCLYNIgnDwT_1QRkdLlzwBnQQq20mS7W_PPun290XS9c1kC295pRhRcjoutSESuM1xEoIq41gyxldG03Z0e9B4baHtaa0e3vqPFq8hwuNksZjkiLsjBSoNCq6LpItRrrxfGJacRQymXxPqY4z5y60QXxUF3NENt43g2Rmy6Wz94nh4pUE', 'width': 1200}]",ChIJl59aWRXvxUcRfGuuViEe2TI,"{'compound_code': '9JHJ+33 Haarlem, Netherlands', 'global_code': '9F469JHJ+33'}",4.6,ChIJl59aWRXvxUcRfGuuViEe2TI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",240.0,"Lange Annastraat 56, Haarlem",,2.0
